source,target,weight
LD.Ptepar1.710963,Menekish.Rightpalm.983701,0.97061874217779942
LD.Ptepar1.710963,SKM9.640192,0.98124779018009289
LD.Ptepar1.710963,Delmore.Leftpalm.983802,0.96632850761018285
LD.Ptepar1.710963,Cochituate.Rightpalm.983780,0.97626613717374877
LD.Ptepar1.710963,Hager.Rightpalm.984019,0.95559075499597224
LD.Ptepar1.710963,Elmira.Forehead.984078,0.95636709246074314
LD.Ptepar1.710963,Sandale.Forehead.983895,0.96251685429526113
LD.Ptepar1.710963,Pinrock.Forehead.983973,0.95622184326415316
LD.Ptepar1.710963,H51Dh.735983,0.97574459769778776
LD.Ptepar1.710963,Tewnac.Stool.984030,0.96885928291016343
LD.Ptepar1.710963,Stannes.Stool.983985,0.95563294158034717
LD.Ptepar1.710963,H34Fr.736058,0.97321169618359482
LD.Ptepar1.710963,Caravel.Leftpalm.984066,0.97174690325269841
LD.Ptepar1.710963,sample.5.08DO5M.6.664699,0.97830673710898497
